"","restaurant.type","rate..out.of.5.","num.of.ratings","avg.cost..two.people.","online_order","table.booking","cuisines.type","area","high_score","good_bad_average"
"5949","Quick Bites",3.1,-0.2863947,-0.3048455,"No","No","North Indian, Mughlai","Marathahalli",0,"1"
"5950","Quick Bites",3.9,-0.232599,-0.5209136,"Yes","No","Fast Food, Beverages, Rolls","Kalyan Nagar",1,"3"
"5951","Quick Bites",3.9,0.4432086,-0.3048455,"Yes","No","Biryani, Kebab, Rolls","Brigade Road",1,"3"
"5952","Quick Bites",3.8,-0.2426857,-0.5209136,"No","No","Mithai, Street Food","Marathahalli",1,"3"
"5953","Quick Bites",2.8,-0.2527724,-0.6289476,"Yes","No","Chinese, Continental","Brookefield",0,"1"
"5954","Quick Bites",3.3,0.241475,-0.3048455,"Yes","No","Biryani, North Indian","Byresandra,Tavarekere,Madiwala",0,"1"
"5955","Quick Bites",3.4,-0.2998436,-0.5209136,"Yes","No","Seafood, BBQ, Burger, Biryani","Frazer Town",0,"2"
"5956","Quick Bites",3,-0.2897569,-0.1968115,"No","No","North Indian, Chinese","Bannerghatta Road",0,"1"
"5957","Quick Bites",2.8,-0.2527724,-0.7369817,"No","No","North Indian, Sandwich, Beverages","Whitefield",0,"1"
"5958","Quick Bites",3,-0.02414095,-0.3048455,"Yes","No","North Indian, Biryani, Chinese","Whitefield",0,"1"
"5959","Quick Bites",3.7,0.03974136,-0.5209136,"Yes","No","South Indian","Electronic City",1,"2"
"5960","Quick Bites",2.8,-0.2527724,-0.7369817,"No","No","Arabian","Byresandra,Tavarekere,Madiwala",0,"1"
"5961","Quick Bites",3.9,-0.2561346,-0.3048455,"Yes","No","Fast Food, Burger, Beverages, Rolls, Sandwich","Whitefield",1,"3"
"5962","Quick Bites",4,0.241475,-0.08877744,"Yes","No","Fast Food, Healthy Food","Malleshwaram",1,"3"
"5963","Quick Bites",3.4,-0.3032058,-0.5209136,"No","No","Mangalorean, Chinese","Banashankari",0,"2"
"5964","Quick Bites",3.8,-0.2124257,0.0192566,"No","No","Continental","Koramangala 4th Block",1,"3"
"5965","Quick Bites",3,0.02965468,-0.1968115,"Yes","No","South Indian","Brookefield",0,"1"
"5966","Quick Bites",3.3,-0.3082491,-0.5209136,"Yes","No","Biryani, Fast Food","Electronic City",0,"1"
"5967","Quick Bites",3.7,-0.2729457,-0.4128796,"Yes","No","Mangalorean, Chinese, North Indian","Basavanagudi",1,"2"
"5968","Quick Bites",4.3,0.04814693,-0.5209136,"Yes","No","Lebanese, Middle Eastern","Byresandra,Tavarekere,Madiwala",1,"3"
"5969","Quick Bites",3.3,-0.3132925,-0.7369817,"Yes","No","South Indian, North Indian, Chinese, Street Food","Rajajinagar",0,"1"
"5970","Quick Bites",3.4,-0.3116114,-0.7369817,"No","No","South Indian","Brigade Road",0,"2"
"5971","Quick Bites",2.7,-0.2443668,-0.5209136,"No","No","Fast Food, Burger","Koramangala 4th Block",0,"1"
"5972","Quick Bites",2.8,-0.2527724,-0.5209136,"No","No","South Indian, Mangalorean","Byresandra,Tavarekere,Madiwala",0,"1"
"5973","Quick Bites",2.9,0.108667,-0.6289476,"Yes","No","North Indian","Bannerghatta Road",0,"1"
"5974","Quick Bites",2.8,-0.2527724,-0.7369817,"No","No","South Indian","Malleshwaram",0,"1"
"5975","Quick Bites",3.6,-0.2964813,-0.5209136,"Yes","No","Street Food, Fast Food, Chinese, Momos","HSR",1,"2"
"5976","Quick Bites",3.3,-0.3099302,-0.6289476,"No","No","South Indian, North Indian, Chinese","Rajajinagar",0,"1"
"5977","Quick Bites",3.8,-0.2695835,-0.5209136,"Yes","No","South Indian, North Indian, Chinese","Bannerghatta Road",1,"3"
"5978","Quick Bites",3.9,-0.2107445,-0.9530498,"No","No","Street Food","Jayanagar",1,"3"
"5979","Quick Bites",2.8,-0.2527724,-0.5209136,"No","No","Biryani","Kalyan Nagar",0,"1"
"5980","Quick Bites",3.2,-0.2897569,-0.5209136,"Yes","No","Street Food, Rolls","Church Street",0,"1"
"5981","Quick Bites",3.3,-0.2376424,-0.5209136,"Yes","No","Biryani","Byresandra,Tavarekere,Madiwala",0,"1"
"5982","Quick Bites",3.5,-0.1956145,-0.3048455,"Yes","No","North Indian","Bannerghatta Road",0,"2"
"5983","Quick Bites",3.8,-0.1922523,-0.6289476,"Yes","No","Chinese, Momos","Marathahalli",1,"3"
"5984","Quick Bites",4.1,-0.1737601,-0.3048455,"Yes","No","Biryani, Seafood","Malleshwaram",1,"3"
"5985","Quick Bites",3.4,-0.3116114,-0.8450157,"No","No","South Indian","Lavelle Road",0,"2"
"5986","Quick Bites",3.2,-0.15863,-0.3048455,"Yes","No","North Indian","Banashankari",0,"1"
"5987","Quick Bites",4.1,0.4600197,-0.5209136,"Yes","No","North Indian, Bihari","Bannerghatta Road",1,"3"
"5988","Quick Bites",4,0.03469802,-0.3048455,"Yes","No","Continental, Pizza, Chinese","Koramangala 4th Block",1,"3"
"5989","Quick Bites",3.6,-0.2964813,-0.5209136,"No","No","South Indian, North Indian, Chinese","Indiranagar",1,"2"
"5990","Quick Bites",2.8,-0.2527724,-0.4128796,"Yes","No","Italian","Bannerghatta Road",0,"1"
"5991","Quick Bites",3.5,-0.3048869,-0.7369817,"Yes","No","Rajasthani, North Indian","Basavanagudi",0,"2"
"5992","Quick Bites",2.8,-0.2527724,-0.6289476,"No","No","Fast Food, Finger Food, Street Food","Indiranagar",0,"1"
"5993","Quick Bites",3.3,-0.3132925,-0.6289476,"No","No","North Indian, Chinese","Kalyan Nagar",0,"1"
"5994","Quick Bites",3.6,-0.1905712,-0.3048455,"No","No","South Indian, North Indian, Chinese","Kalyan Nagar",1,"2"
"5995","Quick Bites",3.5,-0.3015247,-0.5209136,"No","No","South Indian, Street Food","Kalyan Nagar",0,"2"
"5996","Quick Bites",2.8,-0.2527724,-0.5209136,"No","No","South Indian, North Indian, Chinese","Brigade Road",0,"1"
"5997","Quick Bites",3.8,-0.2645402,-0.3048455,"Yes","No","Rolls, Salad, Sandwich","Byresandra,Tavarekere,Madiwala",1,"3"
"5998","Quick Bites",2.8,-0.2527724,-0.7369817,"Yes","No","Sandwich, Beverages","Banashankari",0,"1"
"5999","Quick Bites",3.4,-0.306568,-0.7369817,"No","No","Kerala, South Indian","Electronic City",0,"2"
"6000","Quick Bites",4.2,0.8987904,-0.4128796,"No","No","South Indian, Biryani","Banashankari",1,"3"
"6001","Quick Bites",3.4,-0.2981625,-0.8450157,"Yes","No","Arabian","Bellandur",0,"2"
"6002","Quick Bites",3.9,-0.1720789,-0.6289476,"Yes","No","Fast Food","Byresandra,Tavarekere,Madiwala",1,"3"
"6003","Quick Bites",3.2,-0.3082491,-0.6289476,"No","No","North Indian, Chinese","Brookefield",0,"1"
"6004","Quick Bites",4.2,-0.217469,-0.7369817,"No","No","Street Food","Malleshwaram",1,"3"
"6005","Quick Bites",3.5,-0.2527724,-0.08877744,"Yes","No","Chinese, North Indian, South Indian","Malleshwaram",0,"2"
"6006","Quick Bites",2.8,-0.2527724,-0.6289476,"Yes","No","Fast Food, North Indian","HSR",0,"1"
"6007","Quick Bites",3.5,-0.291438,-0.5209136,"No","No","South Indian","Banashankari",0,"2"
"6008","Quick Bites",3.7,-0.261178,-0.7369817,"No","No","South Indian","Byresandra,Tavarekere,Madiwala",1,"2"
"6009","Quick Bites",2.8,-0.2527724,-0.7369817,"Yes","No","Chinese, Momos, Nepalese, Tibetan","Byresandra,Tavarekere,Madiwala",0,"1"
"6010","Quick Bites",3.1,-0.2931191,-0.5209136,"No","No","North Indian","Marathahalli",0,"1"
"6011","Quick Bites",3.8,-0.2544535,-0.6289476,"No","No","South Indian, North Indian","Banashankari",1,"3"
"6012","Quick Bites",4,0.8298647,-0.6289476,"Yes","No","Chinese, Tibetan, Momos","Byresandra,Tavarekere,Madiwala",1,"3"
"6014","Quick Bites",3.5,-0.3015247,-0.4147035,"No","No","Desserts, Street Food, Mithai","Old Airport Road",0,"2"
"6015","Quick Bites",4.3,0.7390846,-0.7369817,"Yes","No","North Indian, Street Food, Juices","Banashankari",1,"3"
"6016","Quick Bites",3.8,-0.276308,-0.5209136,"Yes","No","Momos, Fast Food","Marathahalli",1,"3"
"6017","Quick Bites",3.3,-0.3015247,-0.5209136,"Yes","No","North Indian, Chinese","Bellandur",0,"1"
"6018","Quick Bites",3.4,-0.306568,-0.5209136,"Yes","No","Chinese","Brigade Road",0,"2"
"6019","Quick Bites",3.2,-0.291438,-0.5209136,"Yes","No","Andhra, Chinese, North Indian, South Indian","Kalyan Nagar",0,"1"
"6020","Quick Bites",2.9,-0.2931191,-0.8450157,"No","No","South Indian","Basavanagudi",0,"1"
"6021","Quick Bites",4,-0.1485434,-0.5209136,"No","No","Andhra, South Indian","Brigade Road",1,"3"
"6022","Quick Bites",3.1,-0.2880758,-0.7369817,"No","No","Fast Food, Sandwich, Juices","Indiranagar",0,"1"
"6023","Quick Bites",3.6,-0.2931191,-0.3048455,"No","No","Kerala, South Indian","HSR",1,"2"
"6024","Quick Bites",4,-0.2124257,-0.7369817,"No","No","South Indian","Banashankari",1,"3"
"6025","Quick Bites",3,-0.2847135,-0.4128796,"Yes","No","North Indian","Bellandur",0,"1"
"6026","Quick Bites",3.5,-0.3032058,-0.6289476,"No","No","Kerala","Church Street",0,"2"
"6027","Quick Bites",3.1,-0.2662213,-0.7369817,"No","No","Kerala, South Indian","Lavelle Road",0,"1"
"6028","Quick Bites",3,-0.3082491,-0.7369817,"Yes","No","South Indian, Burger","Banashankari",0,"1"
"6029","Quick Bites",3.5,-0.2931191,-0.5209136,"Yes","No","South Indian","Kalyan Nagar",0,"2"
"6030","Quick Bites",3.9,-0.2191501,-0.3048455,"Yes","No","North Indian, Fast Food, Street Food, Beverages","Byresandra,Tavarekere,Madiwala",1,"3"
"6031","Quick Bites",3.8,-0.2628591,-0.5209136,"Yes","No","Biryani, Rolls, Fast Food","HSR",1,"3"
"6032","Quick Bites",4,-0.1703978,-0.5209136,"No","No","South Indian, Chinese, Street Food, Juices","Brigade Road",1,"3"
"6033","Quick Bites",3.4,-0.3048869,-0.5209136,"Yes","No","Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",0,"2"
"6034","Quick Bites",3.4,-0.1804845,-0.5209136,"Yes","No","North Indian, Biryani, Rolls, Beverages","Electronic City",0,"2"
"6035","Quick Bites",2.9,-0.2779891,-0.5209136,"Yes","No","Street Food, Juices","Church Street",0,"1"
"6036","Quick Bites",2.8,-0.2527724,-0.5209136,"No","No","South Indian, North Indian","Bellandur",0,"1"
"6037","Quick Bites",3.6,0.04646581,-0.3048455,"Yes","No","Biryani, Chinese, North Indian, Kebab","Byresandra,Tavarekere,Madiwala",1,"2"
"6038","Quick Bites",3.1,-0.3082491,-0.6289476,"Yes","No","Italian, Chinese, Street Food","Banashankari",0,"1"
"6039","Quick Bites",3.9,0.0447847,-0.6289476,"Yes","No","North Indian","Brookefield",1,"3"
"6040","Quick Bites",2.8,-0.2527724,-0.7369817,"Yes","No","Maharashtrian","Bannerghatta Road",0,"1"
"6041","Quick Bites",3.4,-0.3032058,-0.6289476,"No","No","North Indian","Banashankari",0,"2"
"6042","Quick Bites",3.8,0.07336363,-0.3048455,"Yes","No","North Indian, Chinese, Fast Food","Electronic City",1,"3"
"6043","Quick Bites",3.7,-0.2847135,-0.5209136,"No","No","Biryani","Malleshwaram",1,"2"
"6044","Quick Bites",3,-0.3048869,-0.3048455,"Yes","No","Kebab, Mughlai, Biryani","Brookefield",0,"1"
"6045","Quick Bites",3.5,-0.2460479,-0.3048455,"No","No","North Indian, Bengali","Brookefield",0,"2"
"6046","Quick Bites",3.4,-0.3082491,-0.5209136,"No","No","Chinese, South Indian","JP Nagar",0,"2"
"6047","Quick Bites",3.6,-0.1384567,-1.082691,"Yes","No","South Indian, North Indian, Chinese","Koramangala 4th Block",1,"2"
"6048","Quick Bites",2.8,-0.2527724,-0.7369817,"Yes","No","Fast Food","Kalyan Nagar",0,"1"
"6049","Quick Bites",3.8,-0.09642883,-0.7369817,"Yes","No","North Indian","Indiranagar",1,"3"
"6050","Quick Bites",3.9,-0.2527724,-0.5209136,"Yes","No","Chinese, North Indian, South Indian","Kammanahalli",1,"3"
"6051","Quick Bites",2.8,-0.2527724,-0.5209136,"No","No","North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",0,"1"
"6052","Quick Bites",3.7,-0.2813513,-0.8450157,"No","No","South Indian","Koramangala 4th Block",1,"2"
"6053","Quick Bites",3.1,-0.3015247,-0.7369817,"No","No","Kerala, South Indian","Brigade Road",0,"1"
"6054","Quick Bites",3.7,-0.2729457,-0.4128796,"Yes","No","Chinese, South Indian","Brookefield",1,"2"
"6055","Quick Bites",3.5,-0.2981625,-0.5209136,"Yes","No","South Indian, Chinese","Brookefield",0,"2"
"6056","Quick Bites",4,0.019568,-0.1968115,"Yes","Yes","North Indian, Biryani, Chinese, Street Food","Kalyan Nagar",1,"3"
"6057","Quick Bites",3.4,-0.3015247,-0.7369817,"No","No","North Indian","Lavelle Road",0,"2"
"6058","Quick Bites",3.4,-0.3099302,-0.3048455,"No","No","Goan, Mangalorean","Koramangala 4th Block",0,"2"
"6059","Quick Bites",3.9,-0.1754412,-0.7369817,"Yes","No","Fast Food, Rolls","Lavelle Road",1,"3"
"6060","Quick Bites",3,-0.3099302,-0.7369817,"No","No","Chinese, North Indian","Old Airport Road",0,"1"
"6061","Quick Bites",4,-0.2342801,-0.08877744,"Yes","No","Fast Food","Byresandra,Tavarekere,Madiwala",1,"3"
"6062","Quick Bites",3.9,-0.2241935,0.1272906,"No","No","Desserts","Rajajinagar",1,"3"
"6063","Quick Bites",3.9,-0.1435,-0.5209136,"Yes","No","Fast Food, Beverages, Momos","Malleshwaram",1,"3"
"6064","Quick Bites",2.8,-0.2527724,-0.3048455,"Yes","No","Continental, South Indian, North Indian, Arabian","Indiranagar",0,"1"
"6065","Quick Bites",3.9,-0.2460479,0.0192566,"Yes","No","Coffee, Fast Food, Chinese, Beverages","Koramangala 5th Block",1,"3"
"6066","Quick Bites",3.4,-0.3048869,-0.4128796,"Yes","No","South Indian","Malleshwaram",0,"2"
"6067","Quick Bites",3.1,-0.2645402,-0.1968115,"Yes","No","North Indian, Chinese","New BEL Road",0,"1"
"6068","Quick Bites",3.4,-0.3116114,-0.6289476,"No","No","North Indian, South Indian, Chinese, Street Food","Byresandra,Tavarekere,Madiwala",0,"2"
"6069","Quick Bites",3.9,-0.2275557,-0.5209136,"Yes","No","Biryani","Basavanagudi",1,"3"
"6070","Quick Bites",3.5,0.0565525,-0.5209136,"Yes","No","Kerala","Malleshwaram",0,"2"
"6071","Quick Bites",2.8,-0.2527724,-0.4128796,"No","No","South Indian, Chinese","Brookefield",0,"1"
"6072","Quick Bites",3.3,-0.3099302,-0.5209136,"Yes","No","North Indian","Byresandra,Tavarekere,Madiwala",0,"1"
"6073","Quick Bites",3.8,-0.2746269,-0.7369817,"No","No","South Indian","Malleshwaram",1,"3"
"6074","Quick Bites",2.9,-0.2645402,-0.9530498,"No","No","South Indian","Bannerghatta Road",0,"1"
"6075","Quick Bites",3.2,-0.3132925,-0.6289476,"No","No","Chinese, Tibetan, Momos","Sarjapur Road",0,"1"
"6076","Quick Bites",3.5,-0.306568,-0.7369817,"No","No","South Indian","Banashankari",0,"2"
"6077","Quick Bites",3.7,-0.09138549,-0.3048455,"Yes","No","North Indian, Chinese, Biryani","Malleshwaram",1,"2"
"6078","Quick Bites",3.5,-0.2981625,-0.7369817,"No","No","North Indian, Street Food","Bannerghatta Road",0,"2"
"6079","Quick Bites",3.3,-0.276308,-0.4128796,"Yes","No","North Indian, Street Food","Marathahalli",0,"1"
"6080","Quick Bites",3.7,-0.2494102,-0.3048455,"No","No","Chinese, Momos","Indiranagar",1,"2"
"6081","Quick Bites",3.5,-0.2746269,-0.3048455,"Yes","No","North Indian, South Indian, Chinese","Bannerghatta Road",0,"2"
"6082","Quick Bites",3.4,-0.3099302,-0.6289476,"No","No","Fast Food, South Indian","Basavanagudi",0,"2"
"6083","Quick Bites",3,-0.291438,-0.4128796,"No","No","North Indian, Chinese, Biryani","Marathahalli",0,"1"
"6084","Quick Bites",3.3,-0.2847135,-0.3048455,"Yes","No","South Indian","Kammanahalli",0,"1"
"6085","Quick Bites",2.8,-0.2124257,-0.5209136,"No","No","South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",0,"1"
"6087","Quick Bites",3.8,0.1557382,-0.3048455,"Yes","No","Biryani, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",1,"3"
"6088","Quick Bites",2.8,-0.2527724,-0.8450157,"No","No","Street Food, Beverages","Byresandra,Tavarekere,Madiwala",0,"1"
"6089","Quick Bites",3.9,-0.1821656,-0.3048455,"Yes","No","Chinese, Momos","Kalyan Nagar",1,"3"
"6090","Quick Bites",3.6,-0.2746269,-0.5209136,"Yes","No","South Indian","Bellandur",1,"2"
"6091","Quick Bites",3.5,-0.3015247,-0.7369817,"Yes","No","South Indian, North Indian","Bannerghatta Road",0,"2"
"6092","Quick Bites",3.9,0.3810074,-0.3048455,"Yes","No","South Indian, North Indian, Chinese","Electronic City",1,"3"
"6093","Quick Bites",3.5,-0.2998436,-0.6289476,"Yes","No","North Indian, Chinese","Byresandra,Tavarekere,Madiwala",0,"2"
"6094","Quick Bites",4,0.3641963,-0.3048455,"No","No","South Indian, North Indian, Chinese, Street Food","Rajajinagar",1,"3"
"6095","Quick Bites",3.9,-0.05776322,-0.5209136,"No","No","North Indian, South Indian, Chinese","Malleshwaram",1,"3"
"6096","Quick Bites",3.8,-0.276308,-0.8450157,"Yes","No","Bihari, North Indian, South Indian","Brookefield",1,"3"
"6097","Quick Bites",3.2,-0.3082491,-0.5209136,"No","No","South Indian, North Indian, Chinese","New BEL Road",0,"1"
"6098","Quick Bites",2.8,-0.187209,-0.5209136,"No","No","North Indian, Chinese, Fast Food","Old Airport Road",0,"1"
"6099","Quick Bites",3.7,-0.01069204,-0.3048455,"Yes","No","Fast Food, North Indian, Chinese, Mughlai, Rolls","Bannerghatta Road",1,"2"
"6100","Quick Bites",3.6,-0.2897569,-0.08877744,"Yes","No","North Indian, Chinese, Andhra","Brookefield",1,"2"
"6101","Quick Bites",3.3,-0.3132925,-0.9530498,"Yes","No","South Indian","Kalyan Nagar",0,"1"
"6102","Quick Bites",2.8,-0.2527724,-0.6289476,"Yes","No","South Indian","Brookefield",0,"1"
"6103","Quick Bites",3.3,-0.3116114,-0.6289476,"No","No","Fast Food","Basavanagudi",0,"1"
"6104","Quick Bites",3.4,-0.291438,-0.7369817,"Yes","No","South Indian, North Indian","Koramangala 5th Block",0,"2"
"6105","Quick Bites",2.8,-0.2527724,-0.8450157,"Yes","No","South Indian","JP Nagar",0,"1"
"6106","Quick Bites",3.4,-0.247729,-0.5209136,"Yes","No","South Indian","New BEL Road",0,"2"
"6107","Quick Bites",3.2,-0.3015247,-0.3048455,"Yes","No","Mughlai, Chinese, South Indian","Kalyan Nagar",0,"1"
"6108","Quick Bites",2.5,-0.261178,-0.7369817,"No","No","Fast Food","Basavanagudi",0,"1"
"6109","Quick Bites",2.8,-0.2527724,-0.5209136,"No","No","Biryani, South Indian","Byresandra,Tavarekere,Madiwala",0,"1"
"6110","Quick Bites",3.6,-0.1788034,-0.6289476,"Yes","No","South Indian, North Indian, Chinese","Banashankari",1,"2"
"6111","Quick Bites",3.5,-0.3015247,-0.5209136,"No","No","Chinese, North Indian","Malleshwaram",0,"2"
"6112","Quick Bites",3,-0.2410046,-0.3048455,"Yes","No","North Indian, Chinese","Bellandur",0,"1"
"6113","Quick Bites",4,2.669003,-0.7369817,"Yes","No","North Indian, South Indian, Fast Food, Juices","Banashankari",1,"3"
"6114","Quick Bites",3.9,-0.2578157,-0.9530498,"Yes","No","South Indian","New BEL Road",1,"3"
"6115","Quick Bites",3.7,-0.3032058,-0.3048455,"Yes","No","North Indian","Electronic City",1,"2"
"6116","Quick Bites",3.9,0.2465183,-0.08877744,"Yes","No","North Indian, Chinese","Bellandur",1,"3"
"6117","Quick Bites",3.8,-0.2292368,-0.4128796,"No","No","North Indian, South Indian, Chinese, Desserts, Street Food","Lavelle Road",1,"3"
"6118","Quick Bites",3.7,-0.2510913,-0.08877744,"No","No","Andhra","HSR",1,"2"
"6119","Quick Bites",3.2,-0.3132925,-0.6289476,"Yes","No","American","Indiranagar",0,"1"
"6120","Quick Bites",3.5,-0.3032058,-0.7369817,"Yes","No","South Indian","Banashankari",0,"2"
"6121","Quick Bites",2.8,-0.2527724,-0.5209136,"No","No","South Indian","Brookefield",0,"1"
"6122","Quick Bites",3,-0.291438,-0.7369817,"No","No","North Indian","Basavanagudi",0,"1"
"6123","Quick Bites",3.4,-0.2981625,-0.5209136,"Yes","No","North Indian, Juices","Indiranagar",0,"2"
"6124","Quick Bites",3.7,-0.1972956,-0.3048455,"Yes","No","Biryani, Fast Food","Banashankari",1,"2"
"6125","Quick Bites",3.8,-0.04767654,-0.5209136,"Yes","No","Rolls, Mughlai","Malleshwaram",1,"3"
"6126","Quick Bites",2.8,-0.2527724,-0.5209136,"Yes","No","North Indian, Chinese, Fast Food","Koramangala 6th Block",0,"1"
"6127","Quick Bites",3.4,-0.3015247,-0.3048455,"No","No","Biryani, Kerala","Frazer Town",0,"2"
"6128","Quick Bites",2.9,0.09017477,-0.3048455,"Yes","No","Bengali, Biryani, North Indian, Chinese, Fast Food","Electronic City",0,"1"
"6129","Quick Bites",3.6,-0.2948002,-0.8450157,"No","No","South Indian, North Indian","Basavanagudi",1,"2"
"6130","Quick Bites",2.8,-0.2527724,-0.6289476,"No","No","North Indian, Chinese","Electronic City",0,"1"
"6131","Quick Bites",4,-0.04767654,-0.3048455,"No","No","Chinese, Tibetan, Momos","Brigade Road",1,"3"
"6132","Quick Bites",3.5,-0.2830324,-0.08877744,"Yes","No","Chinese, North Indian","Byresandra,Tavarekere,Madiwala",0,"2"
"6133","Quick Bites",3.4,-0.3099302,-0.08877744,"Yes","No","North Indian, Arabian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",0,"2"
"6134","Quick Bites",4.1,-0.1619923,-0.9530498,"No","No","South Indian","Banashankari",1,"3"
"6135","Quick Bites",3.8,-0.002286477,-0.5209136,"No","No","South Indian","Banashankari",1,"3"
"6136","Quick Bites",3.5,-0.2998436,-0.3048455,"Yes","No","Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",0,"2"
"6137","Quick Bites",3.5,-0.3132925,-0.7369817,"No","No","South Indian, North Indian","JP Nagar",0,"2"
"6138","Quick Bites",3.5,-0.2527724,-0.3048455,"No","No","North Indian","Indiranagar",0,"2"
"6139","Quick Bites",3,-0.3082491,-0.5209136,"No","No","Bengali, North Indian, Chinese","Basavanagudi",0,"1"
"6140","Quick Bites",3.3,-0.3116114,-0.4128796,"No","No","North Indian, Chinese, Kebab, Rolls","Basavanagudi",0,"1"
"6141","Quick Bites",3.5,-0.3048869,-0.5209136,"Yes","No","Rolls, Sandwich","Brookefield",0,"2"
"6142","Quick Bites",3.5,-0.2964813,-0.8450157,"No","No","Street Food","Malleshwaram",0,"2"
"6143","Quick Bites",2.9,-0.2779891,-0.3048455,"Yes","No","North Indian, Fast Food","Whitefield",0,"1"
"6144","Quick Bites",3.5,-0.291438,-0.08877744,"No","No","North Indian, South Indian","New BEL Road",0,"2"
"6145","Quick Bites",2.8,-0.3015247,-0.5209136,"Yes","No","Bengali","Marathahalli",0,"1"
"6146","Quick Bites",3.6,-0.3099302,-0.7369817,"Yes","No","South Indian, North Indian, Chinese, Street Food","Malleshwaram",1,"2"
"6147","Quick Bites",2.8,-0.2527724,-0.08877744,"Yes","No","North Indian, Fast Food","Indiranagar",0,"1"
"6148","Quick Bites",4.1,-0.1653545,-0.5209136,"Yes","No","Chinese, Continental, Fast Food, Healthy Food","Bannerghatta Road",1,"3"
"6149","Quick Bites",3.4,-0.217469,-0.8450157,"No","No","Fast Food","Malleshwaram",0,"2"
"6150","Quick Bites",3.3,-0.2628591,-0.08877744,"Yes","No","Continental","Bannerghatta Road",0,"1"
"6151","Quick Bites",2.8,-0.2527724,-0.3048455,"No","No","North Indian","Brookefield",0,"1"
"6152","Quick Bites",2.9,-0.3082491,-0.7369817,"Yes","No","South Indian","New BEL Road",0,"1"
"6153","Quick Bites",3.1,-0.3048869,-0.4128796,"No","No","North Indian","Byresandra,Tavarekere,Madiwala",0,"1"
"6154","Quick Bites",3.3,-0.2863947,-0.7369817,"No","No","North Indian, Chinese","Sarjapur Road",0,"1"
"6155","Quick Bites",3.6,-0.2679024,-0.7369817,"No","No","South Indian, North Indian","Basavanagudi",1,"2"
"6156","Quick Bites",3.1,-0.3099302,-0.8450157,"No","No","South Indian","Bellandur",0,"1"
"6157","Quick Bites",3.7,-0.217469,-0.3048455,"Yes","No","North Indian, Chinese","Malleshwaram",1,"2"
"6158","Quick Bites",3.6,-0.2897569,-0.7369817,"No","No","Biryani, South Indian, North Indian","New BEL Road",1,"2"
"6159","Quick Bites",3,-0.3032058,-0.08877744,"No","No","North Indian, Biryani, Chinese","Indiranagar",0,"1"
"6160","Quick Bites",3.9,-0.1855278,-0.08877744,"No","No","Chinese","Brigade Road",1,"3"
"6161","Quick Bites",3.1,-0.1317322,-0.3048455,"Yes","No","South Indian, Biryani","Malleshwaram",0,"1"
"6162","Quick Bites",3,-0.2594968,-0.7369817,"Yes","No","North Indian, Chinese","Bannerghatta Road",0,"1"
"6163","Quick Bites",3.1,-0.2779891,-0.7369817,"Yes","No","North Indian","Indiranagar",0,"1"
"6164","Quick Bites",3.3,-0.3132925,-0.5209136,"No","No","South Indian","Marathahalli",0,"1"
"6165","Quick Bites",3.2,-0.07457436,-0.7369817,"Yes","No","North Indian, South Indian, Chinese","Indiranagar",0,"1"
"6166","Quick Bites",2.8,-0.2527724,-0.8450157,"No","No","South Indian, Andhra","Electronic City",0,"1"
"6167","Quick Bites",3.7,-0.1014722,-0.7369817,"No","No","South Indian","Banashankari",1,"2"
"6168","Quick Bites",2.9,-0.1081966,-0.4128796,"No","No","South Indian, Street Food, Beverages","Electronic City",0,"1"
"6169","Quick Bites",3.3,-0.3132925,-0.6289476,"No","No","South Indian","Indiranagar",0,"1"
"6170","Quick Bites",3.5,-0.2679024,-0.5209136,"No","No","North Indian, Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",0,"2"
"6171","Quick Bites",3,-0.2225123,-0.7369817,"Yes","No","Chinese, Fast Food, North Indian, Rolls","Electronic City",0,"1"
"6172","Quick Bites",3.4,-0.3015247,-0.5209136,"Yes","No","Fast Food, Sandwich","Byresandra,Tavarekere,Madiwala",0,"2"
"6173","Quick Bites",2.6,-0.2847135,-0.5209136,"Yes","No","Fast Food, North Indian","Brookefield",0,"1"
"6174","Quick Bites",3.1,-0.2208312,-0.3048455,"Yes","No","Bengali, Chinese, Rolls","Bannerghatta Road",0,"1"
"6175","Quick Bites",3.2,-0.3132925,-0.5209136,"No","No","Fast Food","Bannerghatta Road",0,"1"
"6176","Quick Bites",3.5,-0.2863947,-0.4128796,"Yes","No","Mangalorean","Bannerghatta Road",0,"2"
"6177","Quick Bites",3.8,-0.247729,-0.7369817,"No","No","South Indian","Byresandra,Tavarekere,Madiwala",1,"3"
"6178","Quick Bites",3.6,-0.2931191,-0.8450157,"Yes","No","Street Food","Kammanahalli",1,"2"
"6179","Quick Bites",3.2,-0.3116114,-0.5209136,"Yes","No","Biryani","Bannerghatta Road",0,"1"
"6180","Quick Bites",3.7,-0.2746269,-0.8450157,"No","No","Bengali, Oriya, Chinese, North Indian","Brookefield",1,"2"
"6181","Quick Bites",3.2,-0.2964813,-0.6289476,"No","No","South Indian","Banashankari",0,"1"
